state,region,sex,marital_status,no_of_active_loan_in_bureau,avg_disbursement_amount_bureau,non_agriculture_income,total_land_for_agriculture,k022_village_category_based_on_agri_parameters_good_average_poor,k022_proximity_to_nearest_mandi_km,k022_proximity_to_nearest_railway_km,ko22_village_score_based_on_socio_economic_parameters_0_to_100,k022_village_category_based_on_socio_economic_parameters_good_average_poor,k022_seasonal_average_rainfall_mm,r022_village_category_based_on_agri_parameters_good_average_poor,r022_seasonal_average_rainfall_mm,k021_seasonal_average_rainfall_mm,r021_seasonal_average_rainfall_mm,r020_seasonal_average_rainfall_mm,perc_of_house_with_6plus_room,women_15_19_mothers_or_pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_households_with_pucca_house_that_has_more_than_3_rooms,mat_roof_metal_gi_asbestos_sheets,perc_of_wall_material_with_burnt_brick,households_with_improved_sanitation_facility,perc_households_do_not_have_kcc_with_the_credit_limit_of_50k,k022_total_geographical_area_in_hectares,k022_net_agri_area_in_ha,k022_net_agri_area_of_total_geog_area,kharif_seasons_irrigated_area_in_2022,kharif_seasons_cropping_density_in_2022,kharif_seasons_agricultural_performance_in_2022,kharif_seasons_agricultural_score_in_2022,kharif_seasons_type_of_soil_in_2022,kharif_seasons_type_of_water_bodies_in_hectares_2022,kharif_seasons_agro_ecological_sub_zone_in_2022,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2022,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_season_irrigated_area_in_2022,rabi_seasons_cropping_density_in_2022,rabi_seasons_agricultural_performance_in_2022,rabi_seasons_agricultural_score_in_2022,rabi_seasons_type_of_soil_in_2022,rabi_seasons_type_of_water_bodies_in_hectares_2022,rabi_seasons_agro_ecological_sub_zone_in_2022,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2022,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_kharif_season_irrigated_area_in_2021,rabi_seasons_cropping_density_in_2021,rabi_seasons_agricultural_performance_in_2021,rabi_seasons_agricultural_score_in_2021,rabi_seasons_type_of_soil_in_2021,rabi_seasons_type_of_water_bodies_in_hectares_2021,rabi_seasons_agro_ecological_sub_zone_in_2021,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2021,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2021,kharif_seasons_cropping_density_in_2021,kharif_seasons_agricultural_performance_in_2021,kharif_seasons_agricultural_score_in_2021,kharif_seasons_type_of_soil_in_2021,kharif_seasons_type_of_water_bodies_in_hectares_2021,kharif_seasons_agro_ecological_sub_zone_in_2021,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2021,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2020,kharif_seasons_cropping_density_in_2020,kharif_seasons_agricultural_performance_in_2020,kharif_seasons_agricultural_score_in_2020,kharif_seasons_type_of_soil_in_2020,kharif_seasons_type_of_water_bodies_in_hectares_2020,kharif_seasons_agro_ecological_sub_zone_in_2020,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2020,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,rabi_seasons_kharif_season_irrigated_area_in_2020,rabi_seasons_cropping_density_in_2020,rabi_seasons_agricultural_performance_in_2020,rabi_seasons_agricultural_score_in_2020,rabi_seasons_type_of_soil_in_2020,rabi_seasons_type_of_water_bodies_in_hectares_2020,rabi_seasons_agro_ecological_sub_zone_in_2020,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2020,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,night_light_index,village_score_based_on_socio_economic_parameters_non_normalised,village_score_based_on_socio_economic_parameters_0_to_100,village_category_based_on_socio_economic_parameters_good_average_poor,land_holding_index_source_total_agri_area_no_of_people,road_density_km_sqkm,target_income,k022_ambient_temperature_min_max_min,k022_ambient_temperature_min_max_max,k022_ambient_temperature_min_max_range,r022_ambient_temperature_min_max_min,r022_ambient_temperature_min_max_max,r022_ambient_temperature_min_max_range,r021_ambient_temperature_min_max_min,r021_ambient_temperature_min_max_max,r021_ambient_temperature_min_max_range,k021_ambient_temperature_min_max_min,k021_ambient_temperature_min_max_max,k021_ambient_temperature_min_max_range,r020_ambient_temperature_min_max_min,r020_ambient_temperature_min_max_max,r020_ambient_temperature_min_max_range,location_latitude,location_longitude
MADHYA PRADESH,CENTRAL,M,M,0,,799290101,10.0,Poor,18.7,10.1,29.75742007232331,Poor,2288.54,Poor,94.1,1118.29,108.99,258.21,2.88,2.56,98.12,4.91,10.24,45.21,59.95,2.97,516.04,420.04,81.4,53.21,61.06,30.53,28.56,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,82.81,41.85,82.87,66.7,32.86,32.43,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,70.63,21.25,57.73,34.44,27.31,30.88,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,70.35,27.19,82.87,66.7,15.31,23.23,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,76.52,33.87,57.73,34.44,10.17,19.9,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,81.93,35.81,43.13,37.87,40.17,26.98,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,80.46,29.4,0.9,20.0541756247986,29.75742007232331,Poor,1.50952346726084,0.0,800000101,22.22,28.86,6.640000000000001,16.29,28.34,12.05,16.26,29.21,12.95,22.35,28.54,6.189999999999998,16.14,27.46,11.32,,
MADHYA PRADESH,CENTRAL,M,M,0,,12498000,3.0,Average,9.7,6.5,38.20445145506407,Poor,1976.51,Average,83.71,1089.49,210.81,71.24,1.4,5.1,98.4,4.91,1.88,21.87,65.1,13.31,1030.02,838.72,81.43,68.03,43.22,43.39,39.08,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.89,25.97,92.62,93.21,46.56,41.99,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.97,15.18,96.26,64.26,22.47,42.34,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,93.8,15.84,92.62,93.21,31.12,32.93,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.22,26.84,96.26,64.26,49.44,46.42,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.72,22.94,97.07,74.39,28.41,33.48,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.14,23.01,0.95,25.2663208644148,38.20445145506407,Poor,0.912962076022119,0.0,14000000,23.34,30.95,7.609999999999999,15.09,28.48,13.39,14.86,28.62,13.760000000000002,23.47,30.5,7.030000000000001,15.31,27.71,12.4,,
MADHYA PRADESH,CENTRAL,M,S,1,12000.0,21996000,3.0,Poor,5.3,18.8,42.79213600756612,Average,2053.08,Poor,57.64,1146.93,159.41,118.58,1.26,1.71,99.3,2.68,4.13,22.76,69.67,9.63,1799.36,562.47,31.26,84.94,56.31,14.03,29.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.81,32.9,59.05,37.33,16.51,20.57,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,93.81,19.55,86.01,69.51,13.79,35.62,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.25,19.03,59.05,37.33,10.06,16.93,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.87,32.57,86.01,69.51,4.91,25.47,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.74,28.21,37.93,39.92,10.21,13.45,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.61,27.83,0.95,28.0970997638565,42.79213600756612,Average,0.289226323313142,1.86,25000000,23.35,30.55,7.199999999999999,15.94,28.51,12.570000000000002,15.98,29.11,13.129999999999999,23.35,30.05,6.699999999999999,15.76,27.48,11.72,,
MADHYA PRADESH,CENTRAL,M,M,0,,10697000,3.0,Poor,8.4,7.2,38.80822751192761,Average,1471.11,Poor,55.91,920.58,306.33,131.74,0.6,1.7,99.3,1.77,0.22,14.41,69.6,7.76,229.65,132.96,57.9,57.89,83.06,16.8,23.02,Deep Black soils (with shallow and medium Black Soils as inclusion),['water'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.81,24.02,90.72,49.47,13.4,23.88,Deep Black soils (with shallow and medium Black Soils as inclusion),['water'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,91.12,13.37,73.41,17.83,17.04,28.02,Deep Black soils (with shallow and medium Black Soils as inclusion),['water'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,89.89,14.72,90.72,49.47,2.3,18.39,Deep Black soils (with shallow and medium Black Soils as inclusion),['water'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,91.49,20.01,11.62,45.04,4.41,7.27,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,97.05,24.23,80.28,70.69,10.39,20.5,Deep Black soils (with shallow and medium Black Soils as inclusion),['water'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.31,19.08,0.92,25.6388740559426,38.80822751192761,Average,0.404354966242929,0.0,12000000,23.64,30.89,7.25,15.58,28.84,13.26,15.4,28.8,13.4,23.9,30.88,6.98,15.65,27.82,12.17,,
MADHYA PRADESH,CENTRAL,F,M,2,336423.0,9920000,4.0,Poor,5.3,18.8,42.79213600756612,Average,2053.08,Poor,57.64,1146.93,159.41,118.58,1.26,1.71,99.3,2.68,4.13,22.76,69.67,9.63,1799.36,562.47,31.26,84.94,56.31,14.03,29.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.81,32.9,59.05,37.33,16.51,20.57,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,93.81,19.55,86.01,69.51,13.79,35.62,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.25,19.03,59.05,37.33,10.06,16.93,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.87,32.57,86.01,69.51,4.91,25.47,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.74,28.21,37.93,39.92,10.21,13.45,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.61,27.83,0.95,28.0970997638565,42.79213600756612,Average,0.289226323313142,1.86,12000000,23.35,30.55,7.199999999999999,15.94,28.51,12.570000000000002,15.98,29.11,13.129999999999999,23.35,30.05,6.699999999999999,15.76,27.48,11.72,23.3431737,78.1020682
TELANGANA,SOUTH,M,M,7,247271.142857142,13140000,10.0,Poor,11.0,31.8,38.31494286067014,Poor,1814.06,Poor,110.13,1314.68,113.25,279.88,1.01,6.17,99.59,9.83,7.07,53.56,76.38,1.21,1588.69,291.09,18.32,53.39,88.17,10.32,19.49,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.9,26.46,53.63,75.88,9.9,15.83,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,85.23,17.55,77.14,77.29,13.06,32.99,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,87.45,24.3,53.63,75.88,14.33,16.98,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,87.54,23.95,77.14,77.29,12.36,25.43,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,89.47,30.64,63.67,88.0,6.6,16.33,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,83.82,20.0,0.93,25.3344983373818,38.31494286067014,Poor,0.11313296981333,0.0,14600000,23.31,29.81,6.5,20.45,31.16,10.71,20.31,31.93,11.620000000000001,23.42,29.54,6.119999999999997,21.32,30.96,9.64,,
MADHYA PRADESH,CENTRAL,M,M,2,453241.5,0,34.0,Average,11.7,17.6,36.38032236983123,Poor,2130.41,Poor,54.09,1106.01,79.1,124.72,0.66,1.7,99.3,2.59,4.26,31.38,69.6,12.85,982.52,745.49,75.88,79.0,73.82,36.61,38.8,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,91.58,32.21,96.74,57.23,23.12,31.34,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,82.0,17.14,89.32,74.29,34.57,46.55,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,80.7,18.62,96.74,57.23,9.68,24.37,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,87.37,28.94,89.32,74.29,8.57,28.28,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,89.45,28.18,80.74,56.95,19.32,26.07,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,88.71,24.71,0.93,24.1407626301376,36.38032236983123,Poor,0.881110533282905,0.0,0,23.74,30.89,7.150000000000002,16.42,28.98,12.559999999999999,16.25,29.37,13.120000000000001,23.75,30.3,6.550000000000001,16.63,28.28,11.650000000000002,23.11561,78.404125
MADHYA PRADESH,CENTRAL,M,M,0,,12576000,3.0,Average,9.7,6.5,38.20445145506407,Poor,1976.51,Average,83.71,1089.49,210.81,71.24,1.4,5.1,98.4,4.91,1.88,21.87,65.1,13.31,1030.02,838.72,81.43,68.03,43.22,43.39,39.08,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.89,25.97,92.62,93.21,46.56,41.99,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.97,15.18,96.26,64.26,22.47,42.34,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,93.8,15.84,92.62,93.21,31.12,32.93,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.22,26.84,96.26,64.26,49.44,46.42,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.72,22.94,97.07,74.39,28.41,33.48,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.14,23.01,0.95,25.2663208644148,38.20445145506407,Poor,0.912962076022119,0.0,14000000,23.34,30.95,7.609999999999999,15.09,28.48,13.39,14.86,28.62,13.760000000000002,23.47,30.5,7.030000000000001,15.31,27.71,12.4,,
MADHYA PRADESH,CENTRAL,M,M,1,87000.0,13392000,4.0,Poor,20.2,32.9,28.59304725513629,Poor,1945.97,Poor,43.15,1042.73,100.84,115.24,0.16,1.7,99.3,2.78,8.36,39.11,69.6,8.19,790.68,288.72,36.52,63.86,59.23,14.8,23.95,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.38,36.64,61.4,60.72,11.31,17.88,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,88.33,20.85,56.51,64.24,11.46,25.89,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,86.7,20.72,61.4,60.72,14.23,18.38,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.62,34.83,56.51,64.24,5.37,17.41,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.46,33.41,69.68,51.39,9.27,18.31,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,93.79,28.39,0.96,19.3357125386261,28.59304725513629,Poor,0.289142147535402,0.0,15000000,23.6,30.72,7.119999999999997,16.27,28.68,12.41,16.2,29.23,13.030000000000001,23.58,30.15,6.57,16.35,27.91,11.559999999999999,23.5190668,77.8229742
MADHYA PRADESH,CENTRAL,M,M,2,174475.5,13464500,3.0,Poor,4.7,38.6,42.85740552010778,Average,1828.24,Poor,30.83,1006.94,190.95,131.83,0.75,1.7,99.3,0.76,0.75,16.45,69.6,5.35,893.92,102.014,11.41,71.57,47.04,4.52,20.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,100.2,28.8,78.28,60.52,5.17,17.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,93.62,16.01,78.0,61.82,4.5,27.46,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.78,17.67,78.28,60.52,8.41,18.51,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.25,27.24,78.0,61.82,1.74,20.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.27,27.12,64.59,67.98,3.59,14.45,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.13,23.46,0.93,28.1373735788421,42.85740552010778,Average,0.05980251860332,0.0,15000000,22.97,30.06,7.09,16.39,28.87,12.48,16.28,29.0,12.719999999999999,22.98,29.57,6.59,16.02,27.49,11.469999999999999,,
MADHYA PRADESH,CENTRAL,M,M,3,83874.6666666666,9859000,3.0,Poor,5.3,18.8,42.79213600756612,Average,2053.08,Poor,57.64,1146.93,159.41,118.58,1.26,1.71,99.3,2.68,4.13,22.76,69.67,9.63,1799.36,562.47,31.26,84.94,56.31,14.03,29.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.81,32.9,59.05,37.33,16.51,20.57,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,93.81,19.55,86.01,69.51,13.79,35.62,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,92.25,19.03,59.05,37.33,10.06,16.93,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.87,32.57,86.01,69.51,4.91,25.47,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.74,28.21,37.93,39.92,10.21,13.45,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.61,27.83,0.95,28.0970997638565,42.79213600756612,Average,0.289226323313142,1.86,11000000,23.35,30.55,7.199999999999999,15.94,28.51,12.570000000000002,15.98,29.11,13.129999999999999,23.35,30.05,6.699999999999999,15.76,27.48,11.72,,
TELANGANA,SOUTH,M,M,1,564948.0,0,,Poor,11.0,31.8,38.31494286067014,Poor,1814.06,Poor,110.13,1314.68,113.25,279.88,4.52,5.8,99.6,31.97,19.62,49.61,76.2,0.31,1588.69,291.09,18.32,53.39,88.17,10.32,19.49,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.9,26.46,53.63,75.88,9.9,15.83,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,85.23,17.55,77.14,77.29,13.06,32.99,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,87.45,24.3,53.63,75.88,14.33,16.98,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,87.54,23.95,77.14,77.29,12.36,25.43,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,89.47,30.64,63.67,88.0,6.6,16.33,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,83.82,20.0,0.93,25.3344983373818,38.31494286067014,Poor,0.11313296981333,0.0,50000,23.31,29.81,6.5,20.45,31.16,10.71,20.31,31.93,11.620000000000001,23.42,29.54,6.119999999999997,21.32,30.96,9.64,,
TELANGANA,SOUTH,M,M,0,,2650000,10.0,Average,4.8,8.3,42.98188619745915,Average,2218.13,Poor,81.89,1503.91,59.33,264.44,0.18,5.8,99.6,2.16,13.23,60.0,76.2,2.97,877.17,709.8,80.92,49.97,56.25,41.14,33.21,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,102.05,29.92,41.25,69.55,20.79,19.79,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,91.96,15.66,10.38,30.68,40.3,25.12,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.04,24.59,41.25,69.55,21.92,19.04,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.74,22.74,10.38,30.68,30.09,16.61,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.86,28.59,20.28,35.76,16.33,13.17,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.44,16.75,0.96,28.2141829738216,42.98188619745915,Average,0.156637220869957,0.0,15000000,23.75,30.0,6.25,19.92,30.76,10.84,19.65,31.39,11.740000000000002,23.58,29.56,5.98,20.37,30.47,10.099999999999998,,
